"annotation_id","annotator","created_at","id","label","lead_time","text","updated_at"
32,"1","2025-01-23T15:09:30.919262Z",689,"[{""start"":15,""end"":32,""text"":""Bharat Jodo Yatra"",""labels"":[""PROPN""]},{""start"":11,""end"":14,""text"":""में"",""labels"":[""ADP""]},{""start"":3,""end"":10,""text"":""विदेशों"",""labels"":[""NOUN""]},{""start"":53,""end"":64,""text"":""Pawan Khera"",""labels"":[""PROPN""]},{""start"":67,""end"":79,""text"":""Rahul Gandhi"",""labels"":[""PROPN""]},{""start"":82,""end"":89,""text"":""PM Modi"",""labels"":[""PROPN""]},{""start"":80,""end"":81,""text"":""|"",""labels"":[""X""]},{""start"":65,""end"":66,""text"":""|"",""labels"":[""X""]},{""start"":51,""end"":52,""text"":""|"",""labels"":[""X""]},{""start"":40,""end"":42,""text"":""हो"",""labels"":[""VERB""]},{""start"":43,""end"":46,""text"":""रही"",""labels"":[""VERB""]},{""start"":0,""end"":2,""text"":""आज"",""labels"":[""ADV""]},{""start"":33,""end"":35,""text"":""पर"",""labels"":[""ADP""]},{""start"":36,""end"":39,""text"":""PhD"",""labels"":[""NOUN""]},{""start"":47,""end"":49,""text"":""है"",""labels"":[""VERB""]},{""start"":49,""end"":50,""text"":""'"",""labels"":[""X""]}]",237.858,"आज विदेशों में Bharat Jodo Yatra पर PhD हो रही है' | Pawan Khera | Rahul Gandhi | PM Modi","2025-01-23T15:09:30.919262Z"
33,"1","2025-01-23T15:12:57.369885Z",690,"[{""start"":86,""end"":87,""text"":""?"",""labels"":[""X""]},{""start"":22,""end"":23,""text"":"","",""labels"":[""X""]},{""start"":67,""end"":68,""text"":""'"",""labels"":[""X""]},{""start"":61,""end"":62,""text"":""'"",""labels"":[""X""]},{""start"":56,""end"":57,""text"":""'"",""labels"":[""X""]},{""start"":51,""end"":52,""text"":""'"",""labels"":[""X""]},{""start"":11,""end"":22,""text"":""Pawan Khera"",""labels"":[""PROPN""]},{""start"":52,""end"":56,""text"":""भारत"",""labels"":[""PROPN""]},{""start"":62,""end"":67,""text"":""INDIA"",""labels"":[""PROPN""]},{""start"":0,""end"":6,""text"":""गुस्से"",""labels"":[""ADJ""]},{""start"":7,""end"":10,""text"":""में"",""labels"":[""ADP""]},{""start"":24,""end"":27,""text"":""वो "",""labels"":[""PRON""]},{""start"":27,""end"":30,""text"":""कौन"",""labels"":[""PRON_WH""]},{""start"":34,""end"":40,""text"":""ताकतें"",""labels"":[""NOUN""]},{""start"":41,""end"":44,""text"":""हैं"",""labels"":[""VERB""]},{""start"":45,""end"":47,""text"":""जो"",""labels"":[""CONJ""]},{""start"":48,""end"":50,""text"":""अब"",""labels"":[""ADV""]},{""start"":58,""end"":60,""text"":""को"",""labels"":[""ADP""]},{""start"":69,""end"":71,""text"":""से"",""labels"":[""ADP""]},{""start"":72,""end"":78,""text"":""भिड़वा"",""labels"":[""VERB""]},{""start"":79,""end"":82,""text"":""रही"",""labels"":[""VERB""]},{""start"":83,""end"":86,""text"":""हैं"",""labels"":[""VERB""]}]",204.144,"गुस्से में Pawan Khera, वो कौन सी ताकतें हैं जो अब 'भारत' को 'INDIA' से भिड़वा रही हैं?","2025-01-23T15:12:57.369885Z"
34,"1","2025-01-23T15:14:16.818338Z",691,"[{""start"":0,""end"":3,""text"":""BJP"",""labels"":[""PROPN""]},{""start"":4,""end"":7,""text"":""RSS"",""labels"":[""PROPN""]},{""start"":3,""end"":4,""text"":""-"",""labels"":[""X""]},{""start"":28,""end"":31,""text"":""..."",""labels"":[""X""]},{""start"":54,""end"":55,""text"":"","",""labels"":[""X""]},{""start"":56,""end"":59,""text"":""RSS"",""labels"":[""PROPN""]},{""start"":11,""end"":16,""text"":""भड़के"",""labels"":[""VERB""]},{""start"":17,""end"":28,""text"":""Pawan Khera"",""labels"":[""PROPN""]},{""start"":75,""end"":92,""text"":""Bharat Jodo Yatra"",""labels"":[""PROPN""]},{""start"":32,""end"":35,""text"":""वोट"",""labels"":[""NOUN""]},{""start"":36,""end"":42,""text"":""बीजेपी"",""labels"":[""PROPN""]},{""start"":43,""end"":45,""text"":""को"",""labels"":[""ADP""]},{""start"":46,""end"":54,""text"":""देते हैं"",""labels"":[""VERB""]},{""start"":8,""end"":10,""text"":""पर"",""labels"":[""ADP""]},{""start"":60,""end"":64,""text"":""फ्री"",""labels"":[""NOUN""]},{""start"":65,""end"":73,""text"":""मिलता है"",""labels"":[""VERB""]},{""start"":73,""end"":74,""text"":""।"",""labels"":[""X""]}]",73.332,"BJP-RSS पर भड़के Pawan Khera... वोट बीजेपी को देते हैं, RSS फ्री मिलता है। Bharat Jodo Yatra","2025-01-23T15:14:16.818338Z"
35,"1","2025-01-23T15:15:42.671907Z",692,"[{""start"":0,""end"":5,""text"":""Watch"",""labels"":[""VERB""]},{""start"":5,""end"":7,""text"":"": "",""labels"":[""X""]},{""start"":7,""end"":11,""text"":""Shri"",""labels"":[""ADJ""]},{""start"":12,""end"":24,""text"":""Rahul Gandhi"",""labels"":[""PROPN""]},{""start"":25,""end"":31,""text"":""iconic"",""labels"":[""ADJ""]},{""start"":32,""end"":38,""text"":""speech"",""labels"":[""NOUN""]},{""start"":42,""end"":50,""text"":""Srinagar"",""labels"":[""PROPN""]},{""start"":52,""end"":69,""text"":""Jammu and Kashmir"",""labels"":[""PROPN""]},{""start"":50,""end"":51,""text"":"","",""labels"":[""X""]},{""start"":69,""end"":70,""text"":""."",""labels"":[""X""]},{""start"":39,""end"":41,""text"":""in"",""labels"":[""ADP""]}]",79.466,"Watch: Shri Rahul Gandhi iconic speech in Srinagar, Jammu and Kashmir.","2025-01-23T15:15:42.671907Z"
36,"1","2025-01-23T15:18:25.854813Z",693,"[{""start"":0,""end"":1,""text"":""7"",""labels"":[""X""]},{""start"":2,""end"":8,""text"":""सितंबर"",""labels"":[""NOUN""]},{""start"":9,""end"":11,""text"":""को"",""labels"":[""ADP""]},{""start"":12,""end"":20,""text"":""शुरू हुई"",""labels"":[""VERB""]},{""start"":21,""end"":23,""text"":""एक"",""labels"":[""NUM""]},{""start"":24,""end"":30,""text"":""यात्रा"",""labels"":[""NOUN""]},{""start"":36,""end"":41,""text"":""INDIA"",""labels"":[""PROPN""]},{""start"":45,""end"":51,""text"":""यात्रा"",""labels"":[""NOUN""]},{""start"":52,""end"":57,""text"":""बन गई"",""labels"":[""VERB""]},{""start"":57,""end"":58,""text"":""।"",""labels"":[""X""]},{""start"":59,""end"":76,""text"":""Bharat Jodo Yatra"",""labels"":[""PROPN""]},{""start"":77,""end"":78,""text"":""|"",""labels"":[""X""]},{""start"":79,""end"":91,""text"":""Rahul Gandhi"",""labels"":[""PROPN""]},{""start"":31,""end"":35,""text"":""पूरे"",""labels"":[""ADJ""]},{""start"":42,""end"":44,""text"":""की"",""labels"":[""ADP""]}]",157.185,"7 सितंबर को शुरू हुई एक यात्रा पूरे INDIA की यात्रा बन गई। Bharat Jodo Yatra | Rahul Gandhi","2025-01-23T15:18:25.854813Z"
37,"1","2025-01-23T15:21:09.212662Z",694,"[{""start"":0,""end"":17,""text"":""Bharat Jodo Yatra"",""labels"":[""PROPN""]},{""start"":79,""end"":80,""text"":""'"",""labels"":[""X""]},{""start"":72,""end"":73,""text"":""'"",""labels"":[""X""]},{""start"":73,""end"":79,""text"":""यात्रा"",""labels"":[""NOUN""]},{""start"":65,""end"":71,""text"":""निकाली"",""labels"":[""VERB""]},{""start"":53,""end"":61,""text"":""Congress"",""labels"":[""PROPN""]},{""start"":41,""end"":48,""text"":""Gujarat"",""labels"":[""PROPN""]},{""start"":21,""end"":23,""text"":""एक"",""labels"":[""NUM""]},{""start"":24,""end"":27,""text"":""साल"",""labels"":[""NOUN""]},{""start"":33,""end"":37,""text"":""होने"",""labels"":[""VERB""]},{""start"":49,""end"":52,""text"":""में"",""labels"":[""ADP""]},{""start"":62,""end"":64,""text"":""ने"",""labels"":[""ADP""]},{""start"":83,""end"":95,""text"":""Rahul Gandhi"",""labels"":[""PROPN""]},{""start"":81,""end"":82,""text"":""|"",""labels"":[""X""]},{""start"":18,""end"":20,""text"":""के"",""labels"":[""ADP""]},{""start"":28,""end"":32,""text"":""पूरा"",""labels"":[""ADV""]},{""start"":38,""end"":40,""text"":""पर"",""labels"":[""ADP""]}]",161.614,"Bharat Jodo Yatra के एक साल पूरा होने पर Gujarat में Congress ने निकाली 'यात्रा' | Rahul Gandhi","2025-01-23T15:21:09.212662Z"
38,"1","2025-01-23T15:23:46.292239Z",695,"[{""start"":0,""end"":4,""text"":""आंधी"",""labels"":[""NOUN""]},{""start"":4,""end"":5,""text"":"","",""labels"":[""X""]},{""start"":11,""end"":12,""text"":"","",""labels"":[""X""]},{""start"":16,""end"":17,""text"":"","",""labels"":[""X""]},{""start"":6,""end"":11,""text"":""बारिश"",""labels"":[""NOUN""]},{""start"":13,""end"":16,""text"":""धूप"",""labels"":[""NOUN""]},{""start"":18,""end"":26,""text"":""बर्फबारी"",""labels"":[""NOUN""]},{""start"":36,""end"":48,""text"":""Rahul Gandhi"",""labels"":[""PROPN""]},{""start"":48,""end"":51,""text"":""..."",""labels"":[""X""]},{""start"":52,""end"":69,""text"":""Bharat Jodo Yatra"",""labels"":[""NOUN""]},{""start"":70,""end"":72,""text"":""के"",""labels"":[""ADP""]},{""start"":73,""end"":76,""text"":""145"",""labels"":[""NUM""]},{""start"":77,""end"":82,""text"":""दिनों"",""labels"":[""NOUN""]},{""start"":83,""end"":85,""text"":""की"",""labels"":[""ADP""]},{""start"":86,""end"":91,""text"":""कहानी"",""labels"":[""NOUN""]},{""start"":91,""end"":92,""text"":""।"",""labels"":[""X""]},{""start"":27,""end"":30,""text"":""में"",""labels"":[""ADP""]},{""start"":31,""end"":35,""text"":""चलते"",""labels"":[""ADV""]}]",155.253,"आंधी, बारिश, धूप, बर्फबारी में चलते Rahul Gandhi... Bharat Jodo Yatra के 145 दिनों की कहानी।","2025-01-23T15:23:46.292239Z"
39,"1","2025-01-23T15:25:35.332206Z",696,"[{""start"":15,""end"":18,""text"":""..."",""labels"":[""X""]},{""start"":18,""end"":19,""text"":""|"",""labels"":[""X""]},{""start"":20,""end"":32,""text"":""Rahul Gandhi"",""labels"":[""PROPN""]},{""start"":36,""end"":53,""text"":""Bharat Jodo Yatra"",""labels"":[""PROPN""]},{""start"":54,""end"":57,""text"":""में"",""labels"":[""ADP""]},{""start"":33,""end"":35,""text"":""ने"",""labels"":[""ADP""]},{""start"":8,""end"":15,""text"":""जारी है"",""labels"":[""VERB""]},{""start"":0,""end"":6,""text"":""यात्रा"",""labels"":[""NOUN""]},{""start"":6,""end"":7,""text"":""'"",""labels"":[""X""]},{""start"":58,""end"":62,""text"":""उठाए"",""labels"":[""VERB""]},{""start"":63,""end"":67,""text"":""आपके"",""labels"":[""PRON""]},{""start"":68,""end"":71,""text"":""हित"",""labels"":[""NOUN""]},{""start"":72,""end"":74,""text"":""से"",""labels"":[""ADP""]},{""start"":75,""end"":80,""text"":""जुड़े"",""labels"":[""VERB""]},{""start"":81,""end"":87,""text"":""मुद्दे"",""labels"":[""NOUN""]}]",101.757,"यात्रा' जारी है...| Rahul Gandhi ने Bharat Jodo Yatra में उठाए आपके हित से जुड़े मुद्दे","2025-01-23T15:25:35.332206Z"
40,"1","2025-01-23T15:27:56.967020Z",697,"[{""start"":0,""end"":1,""text"":""‘"",""labels"":[""X""]},{""start"":52,""end"":53,""text"":""’"",""labels"":[""X""]},{""start"":53,""end"":54,""text"":""-"",""labels"":[""X""]},{""start"":79,""end"":97,""text"":""Mallikarjun Kharge"",""labels"":[""PROPN""]},{""start"":66,""end"":69,""text"":""BJP"",""labels"":[""PROPN""]},{""start"":55,""end"":62,""text"":""PM Modi"",""labels"":[""PROPN""]},{""start"":33,""end"":35,""text"":""36"",""labels"":[""NUM""]},{""start"":36,""end"":43,""text"":""गोलियाँ"",""labels"":[""NOUN""]},{""start"":1,""end"":4,""text"":""देश"",""labels"":[""NOUN""]},{""start"":5,""end"":7,""text"":""के"",""labels"":[""ADP""]},{""start"":12,""end"":20,""text"":""कांग्रेस"",""labels"":[""PROPN""]},{""start"":8,""end"":11,""text"":""लिए"",""labels"":[""VERB""]},{""start"":63,""end"":65,""text"":""और"",""labels"":[""CONJ""]},{""start"":44,""end"":52,""text"":""खाईं हैं"",""labels"":[""VERB""]},{""start"":24,""end"":28,""text"":""सीने"",""labels"":[""NOUN""]},{""start"":29,""end"":32,""text"":""में"",""labels"":[""ADP""]},{""start"":21,""end"":23,""text"":""ने"",""labels"":[""ADP""]},{""start"":73,""end"":78,""text"":""भड़के"",""labels"":[""VERB""]},{""start"":70,""end"":72,""text"":""पर"",""labels"":[""ADV""]}]",136.554,"‘देश के लिए कांग्रेस ने सीने में 36 गोलियाँ खाईं हैं’- PM Modi और BJP पर भड़के Mallikarjun Kharge","2025-01-23T15:27:56.967020Z"
41,"1","2025-01-23T15:30:33.277598Z",698,"[{""start"":0,""end"":2,""text"":""आज"",""labels"":[""ADV""]},{""start"":3,""end"":11,""text"":""लोकतंत्र"",""labels"":[""NOUN""]},{""start"":12,""end"":16,""text"":""खतरे"",""labels"":[""NOUN""]},{""start"":39,""end"":47,""text"":""दुरुपयोग"",""labels"":[""NOUN""]},{""start"":48,""end"":57,""text"":""हो रहा है"",""labels"":[""VERB""]},{""start"":58,""end"":59,""text"":""-"",""labels"":[""X""]},{""start"":57,""end"":58,""text"":""'"",""labels"":[""X""]},{""start"":24,""end"":25,""text"":"","",""labels"":[""X""]},{""start"":21,""end"":24,""text"":""हैं"",""labels"":[""VERB""]},{""start"":17,""end"":20,""text"":""में"",""labels"":[""ADP""]},{""start"":29,""end"":31,""text"":""और"",""labels"":[""CONJ""]},{""start"":32,""end"":35,""text"":""CBI"",""labels"":[""PROPN""]},{""start"":26,""end"":28,""text"":""ED"",""labels"":[""PROPN""]},{""start"":36,""end"":39,""text"":""का "",""labels"":[""ADP""]},{""start"":58,""end"":59,""text"":""-"",""labels"":[""X""]},{""start"":60,""end"":75,""text"":""CM Ashok Gehlot"",""labels"":[""PROPN""]},{""start"":76,""end"":77,""text"":""|"",""labels"":[""X""]},{""start"":78,""end"":96,""text"":""Rajasthan Election"",""labels"":[""PROPN""]}]",153.167,"आज लोकतंत्र खतरे में हैं, ED और CBI का दुरुपयोग हो रहा है'- CM Ashok Gehlot | Rajasthan Election","2025-01-23T15:30:33.277598Z"
