"annotation_id","annotator","created_at","id","label","lead_time","text","updated_at"
12,"1","2025-01-23T14:05:43.966428Z",650,"[{""start"":0,""end"":11,""text"":""गुस्से में "",""labels"":[""ADV""]},{""start"":11,""end"":22,""text"":""Pawan Khera"",""labels"":[""PROPN""]},{""start"":24,""end"":26,""text"":""वो"",""labels"":[""ADP""]},{""start"":27,""end"":33,""text"":""कौन सी"",""labels"":[""ADV""]},{""start"":34,""end"":40,""text"":""ताकतें"",""labels"":[""NOUN""]},{""start"":41,""end"":44,""text"":""हैं"",""labels"":[""ADV""]},{""start"":45,""end"":47,""text"":""जो"",""labels"":[""ADP""]},{""start"":48,""end"":50,""text"":""अब"",""labels"":[""ADV""]},{""start"":52,""end"":56,""text"":""भारत"",""labels"":[""PROPN""]},{""start"":58,""end"":60,""text"":""को"",""labels"":[""ADP""]},{""start"":62,""end"":67,""text"":""INDIA"",""labels"":[""PROPN""]},{""start"":69,""end"":71,""text"":""से"",""labels"":[""ADP""]},{""start"":72,""end"":78,""text"":""भिड़वा"",""labels"":[""NOUN""]},{""start"":79,""end"":82,""text"":""रही"",""labels"":[""VERB""]},{""start"":83,""end"":86,""text"":""हैं"",""labels"":[""ADV""]},{""start"":86,""end"":87,""text"":""?"",""labels"":[""X""]}]",476.048,"गुस्से में Pawan Khera, वो कौन सी ताकतें हैं जो अब 'भारत' को 'INDIA' से भिड़वा रही हैं?","2025-01-23T14:05:43.966460Z"
13,"1","2025-01-23T14:08:14.624024Z",651,"[{""start"":0,""end"":3,""text"":""BJP"",""labels"":[""PROPN""]},{""start"":4,""end"":7,""text"":""RSS"",""labels"":[""PROPN""]},{""start"":8,""end"":10,""text"":""पर"",""labels"":[""ADP""]},{""start"":11,""end"":16,""text"":""भड़के"",""labels"":[""NOUN""]},{""start"":17,""end"":28,""text"":""Pawan Khera"",""labels"":[""PROPN""]},{""start"":28,""end"":32,""text"":""... "",""labels"":[""X""]},{""start"":32,""end"":35,""text"":""वोट"",""labels"":[""NOUN""]},{""start"":36,""end"":42,""text"":""बीजेपी"",""labels"":[""PROPN""]},{""start"":43,""end"":45,""text"":""को"",""labels"":[""ADP""]},{""start"":46,""end"":50,""text"":""देते"",""labels"":[""VERB""]},{""start"":51,""end"":54,""text"":""हैं"",""labels"":[""ADV""]},{""start"":56,""end"":59,""text"":""RSS"",""labels"":[""PROPN""]},{""start"":60,""end"":64,""text"":""फ्री"",""labels"":[""ADJ""]},{""start"":65,""end"":70,""text"":""मिलता"",""labels"":[""VERB""]},{""start"":71,""end"":73,""text"":""है"",""labels"":[""ADV""]},{""start"":75,""end"":92,""text"":""Bharat Jodo Yatra"",""labels"":[""PROPN""]},{""start"":73,""end"":74,""text"":""।"",""labels"":[""X""]}]",146.076,"BJP-RSS पर भड़के Pawan Khera... वोट बीजेपी को देते हैं, RSS फ्री मिलता है। Bharat Jodo Yatra","2025-01-23T14:08:14.624055Z"
14,"1","2025-01-23T14:12:49.465044Z",652,"[{""start"":0,""end"":5,""text"":""Watch"",""labels"":[""VERB""]},{""start"":5,""end"":6,""text"":"":"",""labels"":[""X""]},{""start"":12,""end"":24,""text"":""Rahul Gandhi"",""labels"":[""PROPN""]},{""start"":7,""end"":11,""text"":""Shri"",""labels"":[""ADJ""]},{""start"":25,""end"":31,""text"":""iconic"",""labels"":[""ADJ""]},{""start"":32,""end"":38,""text"":""speech"",""labels"":[""NOUN""]},{""start"":39,""end"":41,""text"":""in"",""labels"":[""ADP""]},{""start"":42,""end"":50,""text"":""Srinagar"",""labels"":[""PROPN""]},{""start"":52,""end"":70,""text"":""Jammu and Kashmir."",""labels"":[""PROPN""]},{""start"":50,""end"":51,""text"":"","",""labels"":[""X""]}]",265.633,"Watch: Shri Rahul Gandhi iconic speech in Srinagar, Jammu and Kashmir.","2025-01-23T14:12:49.465105Z"
15,"1","2025-01-23T14:18:22.728757Z",653,"[{""start"":0,""end"":1,""text"":""7"",""labels"":[""NUM""]},{""start"":2,""end"":8,""text"":""सितंबर"",""labels"":[""NOUN""]},{""start"":9,""end"":11,""text"":""को"",""labels"":[""ADP""]},{""start"":12,""end"":16,""text"":""शुरू"",""labels"":[""VERB""]},{""start"":17,""end"":20,""text"":""हुई"",""labels"":[""ADV""]},{""start"":21,""end"":23,""text"":""एक"",""labels"":[""NUM""]},{""start"":24,""end"":30,""text"":""यात्रा"",""labels"":[""NOUN""]},{""start"":31,""end"":35,""text"":""पूरे"",""labels"":[""ADJ""]},{""start"":36,""end"":41,""text"":""INDIA"",""labels"":[""PROPN""]},{""start"":42,""end"":44,""text"":""की"",""labels"":[""ADP""]},{""start"":45,""end"":51,""text"":""यात्रा"",""labels"":[""NOUN""]},{""start"":52,""end"":57,""text"":""बन गई"",""labels"":[""ADJ""]},{""start"":59,""end"":76,""text"":""Bharat Jodo Yatra"",""labels"":[""PROPN""]},{""start"":79,""end"":91,""text"":""Rahul Gandhi"",""labels"":[""PROPN""]},{""start"":57,""end"":58,""text"":""।"",""labels"":[""X""]},{""start"":77,""end"":78,""text"":""|"",""labels"":[""X""]}]",331.196,"7 सितंबर को शुरू हुई एक यात्रा पूरे INDIA की यात्रा बन गई। Bharat Jodo Yatra | Rahul Gandhi","2025-01-23T14:18:22.728790Z"
16,"1","2025-01-23T14:20:55.383655Z",654,"[{""start"":0,""end"":17,""text"":""Bharat Jodo Yatra"",""labels"":[""PROPN""]},{""start"":18,""end"":20,""text"":""के"",""labels"":[""ADP""]},{""start"":21,""end"":23,""text"":""एक"",""labels"":[""NUM""]},{""start"":24,""end"":27,""text"":""साल"",""labels"":[""NOUN""]},{""start"":28,""end"":32,""text"":""पूरा"",""labels"":[""ADV""]},{""start"":33,""end"":37,""text"":""होने"",""labels"":[""VERB""]},{""start"":38,""end"":40,""text"":""पर"",""labels"":[""ADP""]},{""start"":41,""end"":48,""text"":""Gujarat"",""labels"":[""PROPN""]},{""start"":49,""end"":52,""text"":""में"",""labels"":[""ADP""]},{""start"":53,""end"":61,""text"":""Congress"",""labels"":[""PROPN""]},{""start"":62,""end"":64,""text"":""ने"",""labels"":[""ADP""]},{""start"":65,""end"":71,""text"":""निकाली"",""labels"":[""VERB""]},{""start"":73,""end"":79,""text"":""यात्रा"",""labels"":[""NOUN""]},{""start"":83,""end"":95,""text"":""Rahul Gandhi"",""labels"":[""PROPN""]},{""start"":81,""end"":82,""text"":""|"",""labels"":[""X""]}]",141.505,"Bharat Jodo Yatra के एक साल पूरा होने पर Gujarat में Congress ने निकाली 'यात्रा' | Rahul Gandhi","2025-01-23T14:20:55.383712Z"
17,"1","2025-01-23T14:22:56.820595Z",655,"[{""start"":0,""end"":4,""text"":""आंधी"",""labels"":[""NOUN""]},{""start"":0,""end"":4,""text"":""आंधी"",""labels"":[""NOUN""]},{""start"":6,""end"":11,""text"":""बारिश"",""labels"":[""NOUN""]},{""start"":13,""end"":16,""text"":""धूप"",""labels"":[""NOUN""]},{""start"":18,""end"":26,""text"":""बर्फबारी"",""labels"":[""NOUN""]},{""start"":27,""end"":30,""text"":""में"",""labels"":[""ADP""]},{""start"":31,""end"":35,""text"":""चलते"",""labels"":[""ADJ""]},{""start"":36,""end"":48,""text"":""Rahul Gandhi"",""labels"":[""PROPN""]},{""start"":48,""end"":51,""text"":""..."",""labels"":[""X""]},{""start"":52,""end"":69,""text"":""Bharat Jodo Yatra"",""labels"":[""PROPN""]},{""start"":70,""end"":72,""text"":""के"",""labels"":[""ADP""]},{""start"":73,""end"":76,""text"":""145"",""labels"":[""NUM""]},{""start"":77,""end"":82,""text"":""दिनों"",""labels"":[""ADV""]},{""start"":83,""end"":85,""text"":""की"",""labels"":[""ADV""]},{""start"":86,""end"":91,""text"":""कहानी"",""labels"":[""ADP""]},{""start"":91,""end"":92,""text"":""।"",""labels"":[""X""]}]",116.305,"आंधी, बारिश, धूप, बर्फबारी में चलते Rahul Gandhi... Bharat Jodo Yatra के 145 दिनों की कहानी।","2025-01-23T14:22:56.820624Z"
18,"1","2025-01-23T14:25:06.787720Z",656,"[{""start"":0,""end"":6,""text"":""यात्रा"",""labels"":[""NOUN""]},{""start"":8,""end"":12,""text"":""जारी"",""labels"":[""VERB""]},{""start"":13,""end"":15,""text"":""है"",""labels"":[""ADV""]},{""start"":15,""end"":18,""text"":""..."",""labels"":[""X""]},{""start"":18,""end"":19,""text"":""|"",""labels"":[""X""]},{""start"":20,""end"":32,""text"":""Rahul Gandhi"",""labels"":[""PROPN""]},{""start"":33,""end"":35,""text"":""ने"",""labels"":[""ADP""]},{""start"":36,""end"":53,""text"":""Bharat Jodo Yatra"",""labels"":[""PROPN""]},{""start"":54,""end"":57,""text"":""में"",""labels"":[""ADP""]},{""start"":58,""end"":62,""text"":""उठाए"",""labels"":[""VERB""]},{""start"":63,""end"":67,""text"":""आपके"",""labels"":[""NOUN""]},{""start"":68,""end"":71,""text"":""हित"",""labels"":[""NOUN""]},{""start"":72,""end"":74,""text"":""से"",""labels"":[""ADP""]},{""start"":75,""end"":80,""text"":""जुड़े"",""labels"":[""ADJ""]},{""start"":81,""end"":87,""text"":""मुद्दे"",""labels"":[""ADJ""]}]",128.376,"यात्रा' जारी है...| Rahul Gandhi ने Bharat Jodo Yatra में उठाए आपके हित से जुड़े मुद्दे","2025-01-23T14:25:06.787772Z"
19,"1","2025-01-23T14:26:53.512741Z",657,"[{""start"":1,""end"":4,""text"":""देश"",""labels"":[""NOUN""]},{""start"":0,""end"":1,""text"":""‘"",""labels"":[""X""]},{""start"":5,""end"":11,""text"":""के लिए"",""labels"":[""ADP""]},{""start"":21,""end"":23,""text"":""ने"",""labels"":[""ADP""]},{""start"":29,""end"":32,""text"":""में"",""labels"":[""ADP""]},{""start"":33,""end"":35,""text"":""36"",""labels"":[""NUM""]},{""start"":36,""end"":43,""text"":""गोलियाँ"",""labels"":[""NOUN""]},{""start"":44,""end"":48,""text"":""खाईं"",""labels"":[""VERB""]},{""start"":49,""end"":52,""text"":""हैं"",""labels"":[""ADV""]},{""start"":52,""end"":53,""text"":""’"",""labels"":[""X""]},{""start"":53,""end"":54,""text"":""-"",""labels"":[""X""]},{""start"":55,""end"":62,""text"":""PM Modi"",""labels"":[""PROPN""]},{""start"":63,""end"":65,""text"":""और"",""labels"":[""CONJ""]},{""start"":66,""end"":69,""text"":""BJP"",""labels"":[""PROPN""]},{""start"":70,""end"":72,""text"":""पर"",""labels"":[""ADP""]},{""start"":73,""end"":78,""text"":""भड़के"",""labels"":[""VERB""]},{""start"":79,""end"":97,""text"":""Mallikarjun Kharge"",""labels"":[""PROPN""]},{""start"":12,""end"":20,""text"":""कांग्रेस"",""labels"":[""PROPN""]},{""start"":24,""end"":28,""text"":""सीने"",""labels"":[""NOUN""]}]",123.629,"‘देश के लिए कांग्रेस ने सीने में 36 गोलियाँ खाईं हैं’- PM Modi और BJP पर भड़के Mallikarjun Kharge","2025-01-23T14:29:14.105117Z"
20,"1","2025-01-23T14:28:53.165570Z",658,"[{""start"":0,""end"":2,""text"":""आज"",""labels"":[""NOUN""]},{""start"":3,""end"":11,""text"":""लोकतंत्र"",""labels"":[""NOUN""]},{""start"":12,""end"":16,""text"":""खतरे"",""labels"":[""ADV""]},{""start"":17,""end"":20,""text"":""में"",""labels"":[""ADP""]},{""start"":24,""end"":25,""text"":"","",""labels"":[""X""]},{""start"":24,""end"":25,""text"":"","",""labels"":[""X""]},{""start"":26,""end"":28,""text"":""ED"",""labels"":[""PROPN""]},{""start"":29,""end"":31,""text"":""और"",""labels"":[""CONJ""]},{""start"":32,""end"":35,""text"":""CBI"",""labels"":[""PROPN""]},{""start"":36,""end"":38,""text"":""का"",""labels"":[""ADP""]},{""start"":39,""end"":47,""text"":""दुरुपयोग"",""labels"":[""VERB""]},{""start"":48,""end"":50,""text"":""हो"",""labels"":[""ADP""]},{""start"":51,""end"":54,""text"":""रहा"",""labels"":[""VERB""]},{""start"":55,""end"":57,""text"":""है"",""labels"":[""ADV""]},{""start"":60,""end"":75,""text"":""CM Ashok Gehlot"",""labels"":[""PROPN""]},{""start"":57,""end"":59,""text"":""'-"",""labels"":[""X""]},{""start"":78,""end"":87,""text"":""Rajasthan"",""labels"":[""PROPN""]},{""start"":88,""end"":96,""text"":""Election"",""labels"":[""PROPN""]}]",106.073,"आज लोकतंत्र खतरे में हैं, ED और CBI का दुरुपयोग हो रहा है'- CM Ashok Gehlot | Rajasthan Election","2025-01-23T14:28:53.165601Z"
21,"1","2025-01-23T14:31:27.172771Z",659,"[{""start"":0,""end"":12,""text"":""Sonia Gandhi"",""labels"":[""PROPN""]},{""start"":13,""end"":15,""text"":""जी"",""labels"":[""PRON""]},{""start"":16,""end"":18,""text"":""ने"",""labels"":[""ADP""]},{""start"":19,""end"":26,""text"":""PM Modi"",""labels"":[""ADP""]},{""start"":27,""end"":29,""text"":""को"",""labels"":[""ADP""]},{""start"":30,""end"":34,""text"":""लिखी"",""labels"":[""VERB""]},{""start"":35,""end"":41,""text"":""चिट्ठी"",""labels"":[""NOUN""]},{""start"":43,""end"":47,""text"":""संसद"",""labels"":[""NOUN""]},{""start"":48,""end"":51,""text"":""में"",""labels"":[""ADP""]},{""start"":52,""end"":54,""text"":""इन"",""labels"":[""ADP""]},{""start"":55,""end"":56,""text"":""9"",""labels"":[""NUM""]},{""start"":57,""end"":64,""text"":""मुद्दों"",""labels"":[""NOUN""]},{""start"":65,""end"":67,""text"":""पर"",""labels"":[""ADP""]},{""start"":68,""end"":73,""text"":""चर्चा"",""labels"":[""VERB""]},{""start"":74,""end"":76,""text"":""की"",""labels"":[""ADP""]},{""start"":77,""end"":81,""text"":""मांग"",""labels"":[""VERB""]},{""start"":81,""end"":82,""text"":""'"",""labels"":[""X""]},{""start"":82,""end"":83,""text"":""-"",""labels"":[""X""]},{""start"":84,""end"":97,""text"":""Jairam Ramesh"",""labels"":[""PROPN""]}]",120.86,"Sonia Gandhi जी ने PM Modi को लिखी चिट्ठी, संसद में इन 9 मुद्दों पर चर्चा की मांग'- Jairam Ramesh","2025-01-23T14:31:27.172801Z"
